"dc:title","dcterms:alternative","dc:creator","dc:subject","dc:description","dc:publisher","dc:contributor","dc:type","dc:format","dc:identifier","dc:source","dc:language","dcterms:isPartOf","dcterms:spatial","dcterms:temporal","dc:rights","1000_pixel_jpg","150_pixel_jpg","SLQ_Digitool_viewer"
"Estate map of Hill Farm Estate, Holland Park, Brisbane, Queensland, 1914","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Brisbane--Maps Holland Park (Qld.)","Estate map showing allotments to be sold on 16 May 1914 by G. T. Bell and Chandler & Russell, auctioneers. The land was surveyed by Thor. H. Jensen. The plan includes a local sketch. The estate covers an area adjacent to Crown Street, Crump Street, Agnes Street and Baynes Road (later known as Swain Street). The land being advertised for sale was originally owned by Antoine Charles Crump and was the site of his slaughter yards. Antoine was born at Newton St. Cyres, Devonshire, on a farm called 'Hill Farm', 22 Nov 1843. Note the name of the subdivision. He left England for Brisbane in 1864 and in 1867 married Margaret Naughton. Mr Crump developed a chain of five ot six butcher shops across Brisbane, some of which were run by his sons. Richard Crump ran the shop at Boggo Road, Fairfield; John Frederick Roberts Crump ran the one at Kelvin Grove and Charles Crump ran the Annerley shop.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758661 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758661 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Holland Park, Brisbane, Queensland; -27.51778,153.074356","1914","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262933&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262934","http://hdl.handle.net/10462/deriv/18495"
"Estate map of the Beaudesert Township extension, Beaudesert, Queensland, 1885","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Beaudesert--Maps Beaudesert (Qld.)","Estate map showing allotments to be sold by auction at Strettons Hotel on 15 August 1885 by C. J. Warner & Co., Auctioneers. The allotments covered an area adjacent to Tubber Street, Gordon Street, James Street, Birnam Street and Edward Street, Beaudesert.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758662 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758662 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Beaudesert, Queensland; -27.98781,152.995819","1885","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262937&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262938","http://hdl.handle.net/10462/deriv/18498"
"Estate map of properties of the Honorable Louis Hope, Cleveland, Queensland","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Cleveland--Maps Cleveland (Qld.)","Estate map showing allotments to be sold by auction at the Real Property Mart, Town Hall, Brisbane. The auctioneer was John Cameron. The plan includes a local sketch.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758663 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758663 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Cleveland, Queensland; -27.526529,153.267105","Undated","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262941&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262942","http://hdl.handle.net/10462/deriv/18501"
"Estate map of Lathorn Estate, Yeerongpilly, Brisbane, Queensland","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Brisbane--Maps Yeerongpilly (Qld.)","Estate map showing allotments to be sold on the 25th April by James R. Dickson & Co., auctioneers. The plan includes a local sketch. The estate covered the area adjacent to the Ipswich Road, Bradley Street and Patrick Street. The land was surveyed by C. McLennan.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758665 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758665 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Yeerongpilly, Brisbane, Queensland; -27.524639,153.014465","Undated","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262945&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262946","http://hdl.handle.net/10462/deriv/18504"
"Estate map of Ropeworks Estate, South Brisbane, Queensland","","Unidentified","plans maps suburbs land sales land auctions building blocks (land) Real Property--Queensland--Brisbane--Maps South Brisbane (Qld.)","Estate map showing allotments to be sold by John Cameron, auctioneer. The land was surveyed by G. K. Jopp. The allotments covered an area adjacent to Wellington Road.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758667 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758667 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","South Brisbane, Brisbane, Queensland; -27.474492,153.017391","Undated","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262949&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262950","http://hdl.handle.net/10462/deriv/18507"
"Estate map for Grassdale Estate, Belmont, Brisbane, Queensland","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Brisbane--Maps Belmont (Qld.)","Estate map showing two and five acre allotments to be sold on the 28th November by G. T. Bell, Auctioneer. The map included a local sketch. The land covered an area adjacent to Cleveland Road. The estate was surveyed by G. K. Jopp.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758668 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758668 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Belmont, Brisbane, Queensland; -27.48904,153.127304","Undated","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262953&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262954","http://hdl.handle.net/10462/deriv/18510"
"Estate map of Hobbs Homestead Estate, Scarborough, Queensland, 1886","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Scarborough--Maps Scarborough (Qld.)","Estate map showing allotments to be sold on the 26th March 1886 by Arthur Martin & Co., Auctioneers. The plan includes a local sketch. The allotments covered the area adjacent to the Esplanade, Ninth Avenue, Seventh Avenue, Sixth Avenue and Fifth Avenue, Scarborough.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758670 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758670 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Scarborough, Brisbane, Queensland; -27.20532,153.114014","1886","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262957&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262958","http://hdl.handle.net/10462/deriv/18513"
"Estate map of Norman Hill Estate, Redcliffe, Queensland","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Redcliffe--Maps Redcliffe (Qld.)","Estate map showing allotments to be sold by T. S. Henzell, auctioneer. Plan includes local sketch.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758671 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758671 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Redcliffe, Queensland; -27.22217,153.107224","Undated","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262961&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262962","http://hdl.handle.net/10462/deriv/18516"
"Estate map of Garfield, Paddington, Brisbane, Queensland, 1924","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Brisbane--Maps Paddington (Qld.)","Estate map showing allotments to be sold on 29th November 1924 by Isles, Love & Co., auctioneers. The plan was surveyed by Harry Raff. The estate owned by R. J. Archibald was previously known as the residence of Sir Arthur Rutledge. The land covered an area between Latrobe Terrace, Macgregor Street, Tooth Street and Garfield Drive.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758672 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758672 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Paddington, Brisbane, Queensland; -27.46195,153.006683","1924","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262965&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262966","http://hdl.handle.net/10462/deriv/18519"
"Estate map of the town of Coolangatta, Queensland, 1885","","Unidentified","plans maps posters land sales land auctions building blocks (land) Real Property--Queensland--Coolangatta--Maps Coolangatta (Qld.)","Estate map showing allotments to be sold between the Pacific Ocean and the New South Wales border.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758674 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758674 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Coolangatta, Queensland; -28.16844,153.537842","1885","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262969&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262970","http://hdl.handle.net/10462/deriv/18522"
"Estate map of Baroona Estate, Bardon, Brisbane, Queensland","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Brisbane--Maps Bardon (Qld.)","Estate map showing allotments to be sold by Arthur Martin & Co, auctioneers. Plan includes local sketch. The estate was surveyed by Hamilton & Raff.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758681 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758681 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Bardon, Brisbane, Queensland; -27.45804,152.986771","Undated","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262973&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262974","http://hdl.handle.net/10462/deriv/18525"
