Title,Description,Lat,Lon,Link,ID
Brereton Hill Estate,"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005;Hamilton & Raff, Licd. surveyors.;John Cameron, auctioneer.",27.474713,153.011944,http://hdl.handle.net/10462/deriv/18480,997586474702061
Garfield,"Land for sale is subdivisions of portion 637. Parish of Enoggera;Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005;""To be sold by public auction on the ground Saturday 29th November 1924, at 3 o'clock.;Isles, Love & Co. Limited, auctioneers.;Harry Raff , authorised surveyor.;Former digital ID: picqld-2005-08-15-10-59",-27.459116,152.990445,http://hdl.handle.net/10462/deriv/18519,997586724702061
Lathorn Estate,"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005;James R. Dickson & Co., auctioneers.;C. McLennan, Licd. surveyor.;Includes local sketch and illustration.",-27.522586,153.02276,http://hdl.handle.net/10462/deriv/18504,997586654702061
"The Hill Farm Estate, Logan Road","Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005;""Sale on the ground Saturday 16th May at 3 p.m. 1914"";""G. T. Bell and Chandler & Russell, Auctioneers in conjunction"";Thor H. Jensen,  ath. sur. [authorised surveyor];Former digital ID: picqld-2005-08-25-12-55;Includes local sketch.",-27.518829,153.058058,http://hdl.handle.net/10462/deriv/18495,997586614702061
The Homebush Estate,"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005;G. T. Bell, auctioneer.;Nicholas Sinnott, licensed surveyor.;Includes local sketch.;Former digital ID: picqld-2005-08-24-13-42",-27.565274,153.03376,http://hdl.handle.net/10462/deriv/18537,997586984702061
"Plan of city property, fronting Adelaide, Boundary, and Macrossan Streets","Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005;John Cameron, auctioneer.;""To be sold, on Monday, Nov. 16, 1885"";Former digital ID: picqld-2005-08-25-10-24",-27.462791,153.032159,http://hdl.handle.net/10462/deriv/18540,997586994702061
Plan of Ashgrove East,"' ... being subdivisions of portion 643, Parish of Enoggera, to be sold by auction on the ground on Saturday, September 7th 1889 ...';W. J. Hooker, Auctioneer; Watson Ferguson & Co. Litho.; Jopp & Porter, Surveyors.",-27.446818,152.987545,http://hdl.handle.net/10462/deriv/286399,9911989734702061
Northcliffe Estate,"At head of title: Unlocked at last! Southport East.;Includes location map, black and white reproductions of photographs of the area and colour illustrations.;Thornton & Pearce, Auctioneers, McInnis & Manning, Surveyors.;Land for sale is re-subdivisions of part of portion 37, parish of Gilston, County of Ward.",-28.010416,153.430697,http://hdl.handle.net/10462/deriv/286400,9911989744702061
Riding Estate Bulimba,"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005.;""To be sold by auction on the ground on Saturday, Nov.,29, Luncheon at 1:30 p.m. Sale to commence at 2 o'clock. Free conveyances frome the Mart."";Hooker, Son & Elliott, Auctioneers.;Hamilton & Raff, licensed surveyors.;Printed on pink paper.;Includes local sketch.",-27.452889,153.065096,http://hdl.handle.net/10462/deriv/18492,997586604702061
"Plan of portions 33 and 34, parish of Adaleigh, county of Herbert, Bowen Land Agent's district, shire of Wangaratta","'To be open for grazing homestead selection, at the Land Office, Bowen, on Tuesday, 4th December, 1956 ...'.;Shows boundaries of land for selection with surveyors' data, and notes of geographical features and flora.;Cat. nos. Hr. 748 and 749.",-20.369291,147.890396,http://hdl.handle.net/10462/deriv/282099,997303334702061
"Plan of portions 203 to 257 in the environs of Brisbane, parish of Enoggera, County of Stanley, NSW","Digitisation of this Real Estate map was made possible with the generous support of the Queensland Library Foundation Legacy Partners.;Facsimile, slightly reduced from original.;Map covers areas in Toowong, Auchenflower, Milton, and West End.",-27.472424,152.99713,http://hdl.handle.net/10462/deriv/280882,997273794702061
Southport allotments sale,"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005;""The Steamer 'Kate' will start on Friday afternoon (29th) and return on Saturday afternoon or Sunday morning. Splendid luncheon will be served out immediately after landing"";Includes a local sketch.;Arthur Martin & Co., Auctioneers.;Benwell & Echlin, surveyors, Townsville.",-27.950545,153.403205,http://hdl.handle.net/10462/deriv/18459,997586194702061
"Plan of allotments in section 3, town of Point Arkwright, parish of Maroochy, county of Canning, Brisbane Land Agent's district, shire of Maroochy","Plan of allotments for sale on Thursday, 13th June, 1957.;Shows section and allotment numbers, and number of perches.;Cat. no. P.A.726.3.",-26.546817,153.100699,http://hdl.handle.net/10462/deriv/282090,997303314702061
Langlands Estate East Brisbane,"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005;Dansie & Chandler, auctioneers.;Thos. O' Connor, surveyor.;Includes local sketch.",-27.501025,152.974485,http://hdl.handle.net/10462/deriv/18465,997586244702061
The Port Brisbane Estate,"At head of title: by order of the Brisbane Permanent Building & Banking Company, Limited;""Five minutes from Pinkenba Meat Works. 8 Cottages, 42 building allotments, 7 small farms (from 4 to 81/2 acres each)"";""Isles Love & Co. Auctioneers"";""R. A. Hamilton, licd. Surveyor""",-27.422339,153.120528,http://hdl.handle.net/10462/deriv/282109,997849564702061
The Range,"Plan of allotments for sale.;Reprint (Photograph). Originally published: [Brisbane] : Cameron Bros. : H.T. James [lithographer], [19--?];Auctioneer: Cameron Bros.;Surveyed by R.A. Hamilton & James.",-27.46389,152.96953,http://hdl.handle.net/10462/deriv/280883,997301784702061
Teneriffe Estate,"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005;""Section 12, 30 allotments, for sale by R. W. Wilson ... """,-27.461402,153.04052,http://hdl.handle.net/10462/deriv/18489,997586594702061
Grassdale Estate,"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005;G. T. Bell, auctioneer.;Includes illustration and local sketch.;G. K. Jopp, surveyor.",-27.501834,153.150991,http://hdl.handle.net/10462/deriv/18510,997586684702061
Hervey Bay Estate,"Plan of allotments for sale by public auction, on Tuesday, 19th March, 1907.;Reprint (Photograph). Originally published: Brisbane : G. Lindley & Co., : Simpson, Halligan & Co. Limited, Printers, [1907].;Auctioneer: G. Lindley & Co.;Surveyed by P.P. Leo.;Library holds 2 copies.;2nd copy shows map without surrounding text.;Land for sale is subdivisions 1 to 20 of portion 9, resubdivisions 3 to 26 of subdivision 3 of portion 1274 and re-subdivisions 2 to 30 of subdivision 2 of portion 1269. Subdivided into 73 farms, ranging from 35 acres to 240 acres.",-25.271924,152.744742,http://hdl.handle.net/10462/deriv/280892,997301814702061
Sea View Estate,Plan of allotments to be sold by auction Tuesday April 21 at 11 o'clock.;Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005.;Inset: Local sketch.,-27.487248,153.238733,http://hdl.handle.net/10462/deriv/18375,997584724702061
Plan of Nashville Estate Sandgate,"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005.;""To be sold by auction on Monday, December 11, on the ground at 12 noon. Without reserve."";Hamilton & Raff, licensed surveyors.;David Love, auctioneer.;Local sketch.",-27.3178,153.059791,http://hdl.handle.net/10462/deriv/291204,997585334702061
Plan of Kedron Park,"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005.;""The property of the Freehold Bank & Building Co. Limited"";""Known as the property of the late Judge Lutwyche"";Arthur Martin & Co. in conjunction with G. T. Bell, auctioneers.;Land for sale is Parish of Kedron.",-27.411869,153.042394,http://hdl.handle.net/10462/deriv/18402,997585314702061
"Nottingham Downs : Hughenden district, Queensland","""3 sheep stations, 160,000 acres. To be offered by public auction at the Wool Exchange, Parbury House, Brisbane, June 1st. 1920 at 11 o'clock a.m.;Includes local sketch and location map.;Includes a table entitled: Nottingham Downs subdivision.;Goldsbrough Mort & Co. Ltd. and D. J. Sheahan, auctioneers in conjunction.",-21.474767,143.599831,http://hdl.handle.net/10462/deriv/208746,9912112564702061
"Coombabah Broadwater Estate, Southport",Plan of allotments to be sold.,-27.892198,153.385212,http://hdl.handle.net/10462/deriv/282106,997332644702061
Beaudesert township extension,"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005;C. J. Warner & Co., auctioneers.;Land for sale is allotments 1 to 125. Sections 14 to 18. Town of Beaudesert.",-27.979125,152.99698,http://hdl.handle.net/10462/deriv/18498,997586624702061
Glen Olive Garden Estate on the river bank Toowong,"Photographic reproduction of original.;'The late residence of Dr. E. S. Jackson ...';'Sale by auction on the ground, Saturday 1st Nov. 1924 at 3 o'clock';Land for sale is resubdivisions of subdivision 1 of portion N.7. parish of Indooroopilly.;Thorpe & Sharp, Auctioneers.",-27.493079,152.996796,http://hdl.handle.net/10462/deriv/282097,997660294702061
Rocklea township,"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005.;""To be sold by auction on the ground on Saturday September 13th at 2:30 pm."";Hamilton & Raff, licensed surveyors, Brisbane.;Hooker, Son and Elliott auctioneer.;""Free conveyances to the ground will leave the mart at intervals between 1 & 2 p.m.;Inset: illustration of: View from Rocklea township.;At head of title: Being 214 choice allotments; Main Ipswich Road.;Local sketch.",-27.537412,153.017362,http://hdl.handle.net/10462/deriv/18411,997585374702061
"Plan of North Pine Terminus township, being subdivisions 1 to 134 of  portions 23, 29 & 30, County & Parish of Redcliffe","Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005;""Being the wellknown property of Thos. Petrie Esq., situated on the best part of the North Pine River, near the bridge immediately opposite the railway station"";Includes local sketch.;Map cover area now in Petrie, North of Brisbane.;Former digital ID: picqld-2005-08-23-14-21",-27.311627,152.985617,http://hdl.handle.net/10462/deriv/18546,997587034702061
Westbrook Estate,"'For sale by auction at Toowoomba on Tuesday January 31st 1893 by Messrs. Gregory & Scholefield in conjunction with Messrs. Bacon & Co.'.;Shows boundaries and sizes of land for sale, and some geographical features, and roads and railways.;Property descriptions are also held: The Westbrook lands, Darling Downs (2 broadsides) at rbf 919.433 wes; Darling Downs, Queensland, the garden of Australia at rbf 919.433 dar",-27.614399,151.841869,http://hdl.handle.net/10462/deriv/282103,997324054702061
Wells Carlille estate,"""To be sold by public auction on the ground at 11 o'clock Saturday 27th December 1919"";Estate covers area in Hemmant.;""F. C. Emmott, real property saleman ...; auctioneer Mr F. J. W. Barnes"".;R.A. Hamilton & James. Authorised Surveyors.",-27.47399,153.149059,http://hdl.handle.net/10462/deriv/282127,997489244702061
Dillon's Hill Estate,"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005.;""For sale by T. Howling & Co."";Alfred Henry, licensed surveyor.",-27.450418,152.992736,http://hdl.handle.net/10462/deriv/18423,997585944702061
The Widgee Estate,"Subtitle: Plan of portions 87 to 125, Parish of Widgee and portions 264 to 266 and 268 to 273, Parish of Brooyar, County of Lennox, Gympie Land Agents District, Shire of Kilkivan.;Authorised surveyors: J.J. Cummins; J.T. Hockin.",-26.170279,152.426088,http://hdl.handle.net/10462/deriv/282104,997325514702061
Hawthorn Park,"""Sale on the ground Saturday 4th April, 1914 at 3 o'clock ... Cameron Bros., Town Hall Auctioneers"";""Formerly known as Sir Samuel Griffiths Paddock"";""R. A. Hamilton, Auth. Surveyor, 171 Queen Street"";Land for sale is subdivisions of portion 657. Enoggera.",-27.445159,152.999371,http://hdl.handle.net/10462/deriv/282120,997849524702061
Idalia Estate Townsville,"Plan of allotments to be sold on Thursday 20th. Dec. 1888 commencing at 11 a.m. sharp.;Above local sketch:  ""Terms: Quarter cash ; balance by Bills, at intervals of six months, extending over two or three years, at purchaser's option. interest seven per cent per annum"".",-19.259941,146.821839,http://hdl.handle.net/10462/deriv282087,9912006224702061
"Plan of central Macleay, Macleay Island","""Terms 1/4 cash balance by pro-note at 3.6.9.12 & 15 months 8% added"";""G. K. Jopp Surveyor, Victoria Chambers, Queen Street"";""John Cameron Auctioneer"";""Free trip by steamer and free luncheon""",-27.600922,153.352595,http://hdl.handle.net/10462/deriv/282108,997849554702061
The Orange Grove Estate,"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005.;""To be sold on the ground, Saturday August 29 at 2:30."";Land for sale is 100 allotments, being subdivisions of section 1, of portion 378, Parish of Yeerongpilly.;Includes local sketch.;[Auctioneers] : G. T. Bell in conjunction with A. Lucas & Co.;G. K. Jopp, surveyor.",-27.56178,153.042075,http://hdl.handle.net/10462/deriv/18426,997585954702061
Torquay Estate [Redland Bay],"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005.;To be sold by auction on the ground, Prince of Wales birthday, Monday, Nov. 9th, 1885.;Arthur Martin & Co., Auctioneers.;Hamilton & Raff, surveyors.",-27.617381,153.302236,http://hdl.handle.net/10462/deriv/18450,997586114702061
Subdivision sale estate,"H. Munro, Surveyor 1912.;Auctioneers: JNO. Darley, W. Hamilton & Son.",-26.670972,152.000767,http://hdl.handle.net/10462/deriv/282114,997376014702061
Wilston Estate,"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005.;Plan of allotments to be sold on the ground on Saturday, May 9, at 2 o'clock.;Inset: Local sketches.;G. K. Jopp, Surveyor, Brisbane.;John Cameron, Auctioneer.",-27.433343,153.017562,http://hdl.handle.net/10462/deriv/18384,997584864702061
"Plan of Eldernell Hill, Hamilton","Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005.;""comprising 118 magnificent building sites 118 for sale by public auction, on the ground, on Saturday afternoon, February 1, 1890, at 2:00 p.m. under instructions from W. Hemmant, Esq."";Includes local sketch.;Arthur Martin & Co. Limited. Auctioneers.;Hamilton and Raff, licensed surveyors.",-27.436726,153.059214,http://hdl.handle.net/10462/deriv/18444,997586094702061
